
"$849,900","1603 - 10 YONGE STREETToronto (Waterfront Communities), Ontario M5E1R4",C10477072,HOMELIFE/FUTURE REALTY INC.,Brokerage,"7 EASTVALE DRIVE UNIT 205MARKHAM, Ontario L3S4N8",Single Family,Apartment,,900 - 999 sqft,Waterfront Communities C1,Condominium/Strata,"$3,447.69 (CAD)",,5 hours,2.0,2.0,,"Dishwasher, Dryer, Hood Fan, Microwave, Refrigerator, Stove, Washer",Balcony,Storage - Locker,Central air conditioning,Forced air (Natural gas),,Pet Restrictions,"$1,121.72 (CAD) Monthly","Heat, Electricity, Water, Cable TV, Common Area Maintenance, Insurance, Parking",Del Property Management  416-362-1222,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10 yonge street,43.6424869,-79.37541740000002
"$599,900","2191 YONGE STREETToronto (Mount Pleasant West), Ontario M4S3H8",C10477067,CENTURY 21 LEADING EDGE REALTY INC.,Brokerage,"408 DUNDAS ST WESTWHITBY, Ontario L1N2M7",Single Family,,,600 - 699 sqft,Mount Pleasant West,Condominium/Strata,"$2,844.84 (CAD)",Underground,5 hours,1.0,1.0,,"Dryer, Microwave, Refrigerator, Stove, Washer, Window Coverings",Carpet Free,"Security/Concierge, Exercise Centre, Party Room, Visitor Parking",Central air conditioning,Forced air (Natural gas),Concrete,Pet Restrictions,$509.92 (CAD) Monthly,,Crossbridge Condominium Services,0.0,,,,,,,,,Loft,,,,,,,,,,,,,Indoor pool,,,,,,,,,,,,,,,,,,,,,,2191 yonge street,43.7056569,-79.3974547
"$648,800","502 - 5 CONCORDE PLACEToronto (Banbury-Don Mills), Ontario M3C3M8",C10477051,KELLER WILLIAMS REFERRED URBAN REALTY,Brokerage,"156 DUNCAN MILL RD UNIT 1TORONTO, Ontario M3B3N2",Single Family,Apartment,,1000 - 1199 sqft,Banbury-Don Mills,Condominium/Strata,"$2,312 (CAD)",Underground,5 hours,2.0,2.0,,,,"Exercise Centre, Party Room, Visitor Parking, Storage - Locker",Central air conditioning,Forced air (Electric),Concrete,Pet Restrictions,$899.08 (CAD) Monthly,"Heat, Water, Common Area Maintenance, Insurance, Parking",Crossbridge Condominium Services Ltd.,2.0,,,,"Squash & Raquet Court, Tennis Court",,,,,,,,,,,,,,,,,RA(f30;al375*378),,,,,,,,,,,,,,,,,,,,,,,5 concorde place,43.729872,-79.3272799
"$610,000","201 - 11 NEILSON DRIVEToronto (Markland Wood), Ontario M9C1V4",W10477042,ROYAL LEPAGE TERREQUITY REALTY,Brokerage,"3082 BLOOR ST., W.TORONTO, Ontario M8X1C8",Single Family,Apartment,,1000 - 1199 sqft,Markland Wood,Condominium/Strata,"$1,716.70 (CAD)",Underground,5 hours,3.0,2.0,1.0,"Refrigerator, Stove, Window Coverings",Balcony,,,Radiant heat (Natural gas),Brick,Pet Restrictions,$719.73 (CAD) Monthly,"Heat, Electricity, Water, Common Area Maintenance, Insurance, Parking",Synapse Property Management Inc.,1.0,,,"Parquet, Laminate",,,,,,,,,,,,Public Transit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11 neilson drive,43.6280022,-79.5619407
"$499,900","505 - 2 RIDELLE AVENUEToronto (Forest Hill North), Ontario M6B1H4",C9348290,"RE/MAX NIAGARA REALTY LTD, BROKERAGE",Brokerage,"261 MARTINDALE RD., UNIT 14CST. CATHARINES, Ontario L2W1A2",Single Family,Apartment,,500 - 599 sqft,Forest Hill North,Condominium/Strata,"$3,592.20 (CAD)",,5 hours,1.0,1.0,,"Dishwasher, Refrigerator, Stove",Laundry- Coin operated,Storage - Locker,,Radiant heat (Natural gas),Brick,Pets not Allowed,$581.91 (CAD) Monthly,"Insurance, Heat, Water",EXQUISITE CONDOMINIUM MAN,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2 ridelle avenue,43.70730529999999,-79.4273147
"$375,000","407 - 235 GRANDRAVINE DRIVEToronto (Glenfield-Jane Heights), Ontario M3N1J2",W10477032,RIGHT AT HOME REALTY,Brokerage,"1396 DON MILLS RD UNIT B-121TORONTO, Ontario M3B0A7",Single Family,Apartment,,600 - 699 sqft,Glenfield-Jane Heights,Undivided Co-ownership,$0 (CAD),,6 hours,1.0,1.0,,"Intercom, Garage door opener remote(s)","Wheelchair access, Balcony, Carpet Free, In suite Laundry, Sauna",,,Radiant heat (Natural gas),Brick,Pet Restrictions,$494.96 (CAD) Monthly,"Heat, Electricity, Water, Common Area Maintenance, Parking, Insurance",Northstar property management,1.0,,,"Ceramic, Vinyl",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,235 grandravine drive,43.748583,-79.5059285
"$539,900","503 - 117 GERRARD STREET EToronto (Church-Yonge Corridor), Ontario M5B2L4",C10463710,FOREST HILL REAL ESTATE INC.,Brokerage,"28A HAZELTON AVENUETORONTO, Ontario M5R2E2",Single Family,Apartment,,700 - 799 sqft,Church-Yonge Corridor,Condominium/Strata,"$1,966 (CAD)",Underground,6 hours,1.0,1.0,,"Dryer, Refrigerator, Stove, Washer, Window Coverings",,"Security/Concierge, Exercise Centre, Sauna, Visitor Parking",Central air conditioning,Forced air (Natural gas),Concrete,"Pet Restrictions, Community Centre",$731.23 (CAD) Monthly,"Heat, Electricity, Water, Cable TV, Insurance, Common Area Maintenance",Tse Property Management Services 905-764-9166,0.0,,1.0,,,,,,,,Security guard,,,,,"Hospital, Park, Public Transit, Schools",,,,,,,,,,,,,,,,,,,,,,,,,,,,,117 gerrard street e,43.6602378,-79.3760305
"$3,600,000","68 YORKVILLE Avenue Unit# 304Toronto, Ontario M5R3V7",40680368,"RE/MAX Escarpment Realty Inc., Brokerage",,"1320 Cornwall Rd - Unit 103BOakville, Ontario L6J7W5",Single Family,Apartment,1.0,2374 sqft,,Condominium,"$16,830.75 (CAD)","Underground, Visitor Parking",6 hours,2.0,3.0,,"Central Vacuum, Dishwasher, Dryer, Oven - Built-In, Refrigerator, Washer, Range - Gas, Microwave Built-in, Gas stove(s), Hood Fan, Window Coverings, Garage door opener","Balcony, Automatic Garage Door Opener","Exercise Centre, Party Room",Central air conditioning,Heat Pump,"Brick, Stone",,"$3,170.03 (CAD) Monthly","Insurance, Landscaping, Property Management, Parking",,2.0,,1.0,,,Unknown,,,Attached,,Monitored Alarm,,2.0,Municipal sewage system,Municipal water,"Hospital, Park, Public Transit, Shopping",,,,,,,,,Landscaped,,TCAN - Annex,2008.0,Locker,0.0,2374 sqft,,,,,,,,,,,,,,68 yorkville avenue unit# 304,43.6715317,-79.3904948
"$2,249,000","75 KENILWORTH AvenueToronto, Ontario M4L3S4",40679294,CMI REAL ESTATE INC,,"2425 Matheson Blvd 8th FloorMississauga, Ontario L4W5K4",Single Family,House,2.0,2150 sqft,,Freehold,"$11,151 (CAD)",Detached Garage,6 hours,3.0,5.0,1.0,Stove,,,Central air conditioning,"Forced air, (Natural gas)",Stucco,,,,,3.0,City view,1.0,,Porch,under 1/2 acre,,Full (Finished),Detached,2 Level,,Water Heater,,Municipal sewage system,Municipal water,"Beach, Park, Public Transit, Schools",,25 ft,115 ft,,,R(d0.6),,,Landscaped,,TETB - The Beaches,,,0.0,1750 sqft,400 sqft,"Highway access, Highway Nearby",,,,,,,,,,,,75 kenilworth avenue,43.668164,-79.30104949999999
"$1,199,000","55 SELLMAR ROADToronto (Willowridge-Martingrove-Richview), Ontario M9P3E7",W10463665,HOMELIFE/CIMERMAN REAL ESTATE LIMITED,Brokerage,"909 BLOOR STREET WESTTORONTO, Ontario M6H1L2",Single Family,House,1.0,,Willowridge-Martingrove-Richview,Freehold,"$5,314.59 (CAD)",Attached Garage,7 hours,3.0,2.0,,"Garage door opener remote(s), Water Heater, Water meter","Wheelchair access, Carpet Free",,"Central air conditioning, Air exchanger",Forced air (Natural gas),Brick,,,,,5.0,,,"Hardwood, Tile, Parquet",,45.06 x 122.68 FT,Separate entrance,N/A (Finished),Detached,Bungalow,,,,Sanitary sewer,Municipal water,,,45 ft,"122 ft ,8 in",Block,,Residential,,,,,,,,,,,,,,,,,,,,,,,55 sellmar road,43.68571010000001,-79.5322796
"$699,990","602 - 50 ORDNANCE STREETToronto (Niagara), Ontario M6K1A2",C10463676,THE CONDO STORE REALTY INC.,Brokerage,"3190 HARVESTER RD #201ABURLINGTON, Ontario L7N3T1",Single Family,Apartment,,600 - 699 sqft,Niagara,Condominium/Strata,"$3,061.44 (CAD)",,7 hours,1.0,1.0,,Oven - Built-In,"Balcony, Carpet Free","Security/Concierge, Exercise Centre, Recreation Centre","Central air conditioning, Ventilation system",Forced air (Natural gas),Steel,Pet Restrictions,$553.18 (CAD) Monthly,"Common Area Maintenance, Heat, Insurance",Wilson Blanchard,1.0,View of water,1.0,Laminate,,,,,,,,,,,,"Park, Public Transit, Place of Worship, Schools",,,,,,Residential,Outdoor pool,,,,,,,,,,,,,,,,,,,,,,50 ordnance street,43.6397778,-79.40995889999999
"$980,000","741 - 15 MERCHANT'S WHARFToronto (Waterfront Communities), Ontario M5A0N8",C10463657,HOMELIFE GOLD PACIFIC REALTY INC.,Brokerage,"3601 VICTORIA PARK AVE #401TORONTO, Ontario M1W3Y3",Single Family,Apartment,,700 - 799 sqft,Waterfront Communities C8,Condominium/Strata,"$4,792.44 (CAD)",Underground,7 hours,2.0,2.0,,,Carpet Free,Storage - Locker,Central air conditioning,Forced air (Natural gas),Concrete,Pet Restrictions,$755.77 (CAD) Monthly,"Common Area Maintenance, Insurance",Del Property Management,1.0,,,Laminate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15 merchant's wharf,43.6447502,-79.3639017
"$655,000","512 - 24 WELLESLEY STREET WToronto (Bay Street Corridor), Ontario M4Y2X6",C10463639,HOMELIFE NEW WORLD REALTY INC.,Brokerage,"201 CONSUMERS RD., STE. 205TORONTO, Ontario M2J4G8",Single Family,Apartment,,700 - 799 sqft,Bay Street Corridor,Condominium/Strata,"$2,997.07 (CAD)",Underground,7 hours,1.0,2.0,1.0,"Dryer, Microwave, Oven, Refrigerator, Washer, Window Coverings",,"Security/Concierge, Exercise Centre, Party Room, Storage - Locker",Central air conditioning,Forced air (Natural gas),Concrete,"Pet Restrictions, Community Centre",$807.25 (CAD) Monthly,"Heat, Electricity, Water, Cable TV, Common Area Maintenance, Insurance",TSE Management Services,1.0,,1.0,,,,,,,,,,,,,"Hospital, Park, Place of Worship, Public Transit",,,,,,,,,,,,,,,,,,,,,,,,,,,,,24 wellesley street w,43.6648384,-79.3860754
"$751,176","1902 - 14 YORK STREETToronto (Waterfront Communities), Ontario M5J0B1",C10463650,HOMELIFE/MIRACLE REALTY LTD,Brokerage,"20-470 CHRYSLER DRIVEBRAMPTON, Ontario L6S0C1",Single Family,Apartment,,700 - 799 sqft,Waterfront Communities C1,Condominium/Strata,"$4,563.55 (CAD)",,7 hours,2.0,2.0,,"Dryer, Microwave, Oven, Refrigerator, Washer",Balcony,,Central air conditioning,Forced air,Concrete,Pet Restrictions,$795.61 (CAD) Monthly,"Heat, Water, Common Area Maintenance, Insurance",Duka Property Management,1.0,,,Wood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14 york street,43.64195290000001,-79.38201629999999
"$1,199,000","160 DIXON ROADToronto (Kingsview Village-The Westway), Ontario M9P2L6",W10462564,HOMELIFE/CIMERMAN REAL ESTATE LIMITED,Brokerage,"909 BLOOR STREET WESTTORONTO, Ontario M6H1L2",Single Family,Duplex,2.0,,Kingsview Village-The Westway,,"$5,386.12 (CAD)",Detached Garage,7 hours,5.0,3.0,,"Garage door opener remote(s), Water Heater, Water meter","Carpet Free, In-Law Suite",,"Central air conditioning, Air exchanger",Forced air (Natural gas),Brick,,,,,5.0,,1.0,,,40.05 x 165.19 FT,Separate entrance,,,,,,,Sanitary sewer,Municipal water,,,40 ft,"165 ft ,2 in",Block,,Residential,,,,,,,,,,,,,,,,,,,,,,,"the westway), ontario m9p2l6",43.69898939999999,-79.5393505
"$529,000","911 - 81 NAVY WHARF COURTToronto (Waterfront Communities), Ontario M5V3S2",C10461325,ROYAL LEPAGE TERREQUITY SW REALTY,Brokerage,"624B FLEET STTORONTO, Ontario M5V1B9",Single Family,Apartment,,600 - 699 sqft,Waterfront Communities C1,Condominium/Strata,"$2,367 (CAD)",Underground,7 hours,1.0,1.0,,Window Coverings,Balcony,"Exercise Centre, Security/Concierge, Party Room, Visitor Parking",Central air conditioning,Forced air (Natural gas),Concrete,Pet Restrictions,$617 (CAD) Monthly,"Heat, Water, Common Area Maintenance, Insurance, Parking, Electricity",Crossbridge Condominium Services,1.0,,1.0,"Laminate, Ceramic",,,,,,,,,,,,,,,,,,,Indoor pool,,,,,,,,,,,,,,,,,,,,,,81 navy wharf court,43.6413424,-79.3914198
"$599,000","1150 - 313 RICHMOND STREET EToronto (Moss Park), Ontario M5A4S7",C10461890,EXECUTIVE HOMES REALTY INC.,Brokerage,"290 TRADERS BLVD EAST #1MISSISSAUGA, Ontario L4Z1W7",Single Family,Apartment,,700 - 799 sqft,Moss Park,Condominium/Strata,"$2,985 (CAD)",Underground,7 hours,1.0,1.0,,"Dishwasher, Dryer, Microwave, Range, Refrigerator, Stove, Washer, Window Coverings",Balcony,,Central air conditioning,Forced air (Natural gas),"Brick, Stucco",Pet Restrictions,$666 (CAD) Monthly,"Heat, Water, Electricity, Insurance, Parking, Common Area Maintenance",Del Property Management,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313 richmond street e,43.65337,-79.3684816
"$640,000","2011 - 8 YORK STREETToronto (Waterfront Communities), Ontario M5J2Y2",C10456114,CENTURY 21 LEADING EDGE REALTY INC.,Brokerage,"18 WYNFORD DRIVE #214TORONTO, Ontario M3C3S2",Single Family,Apartment,,600 - 699 sqft,Waterfront Communities C1,Condominium/Strata,"$2,665 (CAD)",,7 hours,1.0,1.0,,,Balcony,Storage - Locker,Central air conditioning,Forced air (Natural gas),Concrete,Pet Restrictions,$638.74 (CAD) Monthly,"Heat, Water","ICC Property Management Ltd., on Site 416-479-0180",0.0,,1.0,"Tile, Vinyl",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8 york street,43.640542,-79.38099489999999
"$619,999","105 - 2772 KEELE STREETToronto (Downsview-Roding-CFB), Ontario M3M0A3",W10454154,Royal LePage Security Real Estate,Brokerage,"2700 DUFFERIN STREET UNIT 47TORONTO, Ontario M6B4J3",Single Family,Apartment,,900 - 999 sqft,Downsview-Roding-CFB,Condominium/Strata,"$2,203.09 (CAD)",Underground,8 hours,2.0,2.0,,"Dryer, Washer",Balcony,"Exercise Centre, Party Room, Visitor Parking, Storage - Locker",Central air conditioning,Forced air (Natural gas),"Brick, Concrete",Pet Restrictions,$801.28 (CAD) Monthly,"Heat, Water, Common Area Maintenance, Insurance, Parking",Papak Management Services Inc.,1.0,,,,,,,,,,Security system,,,,,"Hospital, Public Transit, Schools",,,,,,,,,,,,,,,,,,,,,,,,,,,,,2772 keele street,43.72761939999999,-79.4825908
"$679,888","913 - 103 THE QUEENSWAY AVENUEToronto (High Park-Swansea), Ontario M6S5B3",W10454136,SEARCH REALTY,Brokerage,"50 VILLAGE CENTRE PL #100MISSISSAUGA, Ontario L4Z1V9",Single Family,Apartment,,800 - 899 sqft,High Park-Swansea,Condominium/Strata,"$2,738 (CAD)",Underground,8 hours,2.0,2.0,,"Dishwasher, Dryer, Microwave, Refrigerator, Stove, Washer, Window Coverings","Balcony, In suite Laundry","Security/Concierge, Exercise Centre, Recreation Centre, Storage - Locker",Central air conditioning,Forced air (Natural gas),Brick,Pet Restrictions,$799.74 (CAD) Monthly,"Heat, Water, Common Area Maintenance, Insurance",Del Property Management,1.0,"View, View of water, City view",,Ceramic,,,,,,,,,,,,"Hospital, Park, Public Transit",,,,,,,"Indoor pool, Outdoor pool",,,,,,,,,,,,,,,,,,,,,,103 the queensway avenue,43.6362926,-79.47046279999999
"$1,149,000","59 ROSEGLEN CRESCENTToronto (Glenfield-Jane Heights), Ontario M3N1G7",W10454133,Royal LePage Security Real Estate,Brokerage,"2700 DUFFERIN STREET UNIT 47TORONTO, Ontario M6B4J3",Single Family,House,,,Glenfield-Jane Heights,Freehold,"$3,748.11 (CAD)",Detached Garage,8 hours,4.0,2.0,,"Water Heater, Dryer, Garage door opener, Refrigerator, Two stoves, Washer, Window Coverings",Level lot,,Central air conditioning,Forced air (Natural gas),Brick,,,,,7.0,View,,"Ceramic, Hardwood",,50 x 120 FT ; Lot size as per Mpac-No survey available,Walk out,N/A (Finished),Detached,,,,,Sanitary sewer,Municipal water,"Public Transit, Schools, Place of Worship, Park",,50 ft,120 ft,Block,,,,Backsplit,,,,,,,,,,,,,,,,,,,,,"jane heights), ontario m3n1g7",43.7464488,-79.5187665
"$939,000","7 ICE CREAM LANEToronto (East End-Danforth), Ontario M4C5T1",E10454179,ROYAL LEPAGE SIGNATURE REALTY,Brokerage,"8 SAMPSON MEWS SUITE 201 THE SHOPS AT DON MILLSTORONTO, Ontario M3C0H5",Single Family,House,3.0,,East End-Danforth,Freehold,"$4,134.37 (CAD)",Garage,8 hours,3.0,3.0,,,,,Central air conditioning,Forced air (Natural gas),Brick,,,,,2.0,,,"Parquet, Ceramic, Laminate, Carpeted",,17.97 x 59.57 FT,Separate entrance,N/A (Finished),Semi-detached,,,,,Sanitary sewer,Municipal water,Public Transit,,"17 ft ,11 in","59 ft ,6 in",Unknown,,,,,,,,,,,,,,,,,,,,,,,,,"danforth), ontario m4c5t1",43.688234,-79.29516029999999
"$475,000","310 - 170 FORT YORK BOULEVARDToronto (Waterfront Communities), Ontario M5V0E6",C10454157,RIGHT AT HOME REALTY,Brokerage,"480 EGLINTON AVE WEST #30106498MISSISSAUGA, Ontario L5R0G2",Single Family,Apartment,,,Waterfront Communities C1,Condominium/Strata,"$1,580.70 (CAD)",Underground,8 hours,1.0,1.0,,"Dishwasher, Dryer, Refrigerator, Stove, Washer","Balcony, Carpet Free, In suite Laundry",Storage - Locker,Central air conditioning,Forced air (Natural gas),Concrete,Pet Restrictions,$368.34 (CAD) Monthly,"Heat, Water, Common Area Maintenance, Insurance",Goldview Property Management,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170 fort york boulevard,43.6392929,-79.4000267
"$399,800","502 - 60 PAVANE LINKWAY WAYToronto (Flemingdon Park), Ontario M3C1A2",C10454155,FIRST GROUP REAL ESTATE INC.,Brokerage,,Single Family,Apartment,,800 - 899 sqft,Flemingdon Park,Condominium/Strata,"$1,723.84 (CAD)",Underground,8 hours,2.0,1.0,,,Balcony,,Window air conditioner,Baseboard heaters,Brick,Pet Restrictions,$838.53 (CAD) Monthly,"Heat, Electricity, Water, Cable TV, Common Area Maintenance, Insurance, Parking",Royal Grande,1.0,,1.0,"Laminate, Tile",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60 pavane linkway way,43.71137239999999,-79.3225939
