price,address,rooms,room dimensions,room_properties,Status,Type,Style,Size (sq ft),Age,Retirement,Area,Community,Bedrooms,Bathrooms,Kitchens,Rooms,Den/Family Room,Patio Terrace,Unit Exposure,Air Conditioning,Fireplace,Handicap Equipped,Pets,Stories,Basement,Energy Certificate,Heating,UFFI,Exterior,Garage,Parking Designation,Parking Features,Parking Places,Parking Total,Lockers,Maintenance,Taxes,Tax Year,Building Insurance Included,Common Elements Included,Water Included,Parcel Number,Cross Street,Municipality District,Condo Corporation,Corporation Number,Property Management,Virtual Tour,Ensuite Laundry,Laundry,Green PIS,Central A/C Included,Parking Included,Amenity,Feature,Bedrooms Plus,Rooms Plus,Parking Space,Parking Description,Locker Number,Heating Included,Transaction Type,Property Type,Attachment,Ownership,MLS®#,Bedrooms Above Ground,Foundation,Heating Fuel,Cooling,Total Stories,Parking Space (A),Parking Spaces (Total),Maintenance Fee,Payment Frequency,Water,Sewer,Location Description,Community Name,Acres,Video,Size (Interior),Bedrooms Below Ground,Half Bathrooms,Fireplaces (Total),Flooring,Appliances,Basement Status,Basement Features,Fire Protection,Building Amenities,Size,Landscape Features,Size Irregular,Depth,Size (Frontage),Elevator,Zoning,Land Amenties,Lot Features,Fence,Zoning Description,Utility,Utility Decription,View,Power,Surface Water,Locker Level,Taxes Included,Hydro Included,Cable Included,Structure,Split Level,Community Features,Exterior Features,Locker Quantity,Construction Material,Storage,Parking Space (B),Parking Space (C),Access,Pool,Assessment,Assesment Year,Water supply,Kitchens Plus,Driveway,Covered Parking Places,Tax Legal Description,Fronting On,Frontage,Lot Depth,Lot Size Units,Share Percentage,Water Supply,Electricity,Gas,Cable,Telephone,Parcel of Tied Land,Waterfront,Lot Irregularities,Open House Date,Open House Start,Open House Finished,Waterfront Features,Shore Allow,Shoreline Exposure,Additional Monthly Fee,Open House From,Office Area Units,Total Area,Total Area metric,Taxes Type,Utilities,Free Standing,Lot Code,List Price Type,Office Area,Water Body Name,Water Source,Certificate Level,Farm/Agriculture,Retail Area,Retail Area metric,Sprinklers,Business Type,Rail,Chattels Included,Expense Type,Financial Statement,Franchise,Area Influence,Ceil Height (ft),Survey,Building Area Total,Alternate MLSN umber,Building Area Source,RATIO Current Price By Above Grade Finished Area,Area Major,Region,Property Sub Type,Area Minor,Last Modified,Current Price,Survey Type,Common Interest,Postal Code,Full Bathrooms,Inclusions,Above Grade Finished Area Units,Above Grade Finished Area,Above Grade Finished Area Source,Kitchen Appliances,Window Features,Total Bathrooms,Main Level Bathrooms,Interior Features,Number Of 3 Piece Bathrooms,Baths On Level Basement Count,Roof,Construction,Room Kitchen Level,Building Area Units,Kitchens Above Grade,INumber Of 2 Piece Bathrooms,Number Of Rooms Above Grade,Baths On Level Second Count,Baths Total Rooms,Number Of 4 Piece Bathrooms,Beds On Level Second Count,Kitchens Total,Beds Above Grade,Number Of Rooms Below Grade,Driveway Parking,Open Parking Spaces,Covered Spaces,Attached Garage,Open Parking,Association Fee Frequency,Directions,FarmLandAreaUnits,Frontage Type �,Lot Size Dimensions,Acres Range,Orig_lp_cd,Doing Business As,Outside Storage,Percent Building,Soil Test,Com_cn_fee,Ceiling Height,Crane,Industrial Area,Industrial Area Units,Llbo,Central Vac
"$1,099,000",46 Shangarry Drive,"['Living', 'Kitchen', 'Dining', 'Br', '2nd Br', 'Rec', 'Laundry', 'Den']","['3.30 x 4.00', '2.80 x 3.40', '2.30 x 3.30', '3.80 x 3.60', '2.80 x 3.00', '3.80 x 5.90', '3.60 x 2.80', '3.15 x 3.90']","['Large Window, Hardwood Floor, Crown Moulding', 'Stainless Steel Appl, Tile Floor, Centre Island', 'Window, Open Concept, Crown Moulding', 'Crown Moulding, Closet, Hardwood Floor', 'Crown Moulding, Closet, Hardwood Floor', 'Laminate, Fireplace, Above Grade Window', 'Unfinished, Stainless Steel Appl', 'Unfinished, Window']",Sale,Detached,Bungalow,,,,Toronto,Wexford-Maryvale,2,2,1,5,N,,,Central Air,Y,,,,Part Fin,,Forced Air,,Brick,Carport,,,2,3.0,,,3998.00,2024,,,,063270222,Victoria Park Av & Eglinton Ave E E,Toronto E04,,,,http://www.46shangarry.com/mls,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,Sewers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,Municipal,,Private,1.0,"LOT 236,  PLAN 4040 SUBJECT TO SC96579 SCARBOROUGH ,  CITY OF TORONTO",W,40.00,125.00,Feet,,,,,,,,,,2024-11-10 00:00:00.0,2:00 PM,4:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"$4,095,000",5 Pembury Avenue,"['Foyer', 'Living', 'Dining', 'Kitchen', 'Breakfast', 'Family', 'Prim Bdrm', '2nd Br', '3rd Br', '4th Br', 'Rec', '5th Br']","['3.88 x 1.88', '4.24 x 3.78', '4.87 x 3.63', '4.24 x 3.58', '3.04 x 4.29', '5.76 x 5.58', '5.81 x 4.82', '3.68 x 3.60', '4.24 x 3.60', '4.24 x 3.65', '7.18 x 8.94', '3.27 x 3.45']","['Marble Floor, Pot Lights, 2 Pc Bath', 'Hardwood Floor, Moulded Ceiling, O/Looks Frontyard', 'Hardwood Floor, Moulded Ceiling, O/Looks Living', 'Hardwood Floor, Open Concept, O/Looks Family', 'Hardwood Floor, Open Concept, O/Looks Garden', 'Hardwood Floor, Gas Fireplace, O/Looks Garden', 'Hardwood Floor, W/I Closet, 5 Pc Ensuite', 'Hardwood Floor, Closet, 4 Pc Ensuite', 'Hardwood Floor, W/I Closet, 4 Pc Ensuite', 'Hardwood Floor, W/I Closet, 3 Pc Ensuite', 'Broadloom, Pot Lights, Built-In Speakers', 'Broadloom, Closet, Window']",Sale,Detached,2-Storey,,6-15,,Toronto,Bridle Path-Sunnybrook-York Mills,4,5,1,10,Y,,,Central Air,Y,,,,Finished,,Forced Air,,Brick,Built-In,,,2,3.0,,,16623.54,2024,,,,103590106,Lawrence/Bayview,Toronto C12,,,,https://youtu.be/JMm19RRDRoE?si=eAYkdZSgCHyUarzL,,,,,,,,1,3,,,,,,,,,,,,,,,,,,,,Sewers,,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,None,,,Municipal,,Private,1.0,"PT LTS 482 & 483 PLAN 1534,  AND PT BLK F PLAN 2716,  PT 2 PL 66R23851; CITY OF TORONTO; T/W ROW OVER PTS 5,  6,  & 7 PL 66R23851 (UNTIL DEDICATED FOR PUBLIC HIGHWAY PURPOSES) AS IN AT1935898",E,42.05,144.00,Feet,,,,,,,,,,2024-11-24 00:00:00.0,2:00 PM,4:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"$X,XXX,XXX",1212 Glencairn Avenue,"['Living', 'Dining', 'Kitchen', 'Family', 'Foyer', 'Prim Bdrm', 'Br', '2nd Br', 'Kitchen', 'Breakfast', 'Rec', 'Laundry']","['3.52 x 4.30', '3.95 x 4.05', '3.20 x 4.95', '2.80 x 6.10', '1.95 x 4.40', '4.50 x 4.20', '3.02 x 3.55', '3.00 x 3.10', '3.40 x 3.55', '4.40 x 3.30', '5.60 x 6.95', '3.40 x 1.95']","['Parquet Floor, Window, Separate Rm', 'Parquet Floor, Window, French Doors', 'Ceramic Floor, Window, W/O To Deck', 'Parquet Floor, Window, Fireplace', 'Ceramic Floor, Closet, Crown Moulding', 'Parquet Floor, W/I Closet, 3 Pc Bath', 'Parquet Floor, Closet, Window', 'Parquet Floor, Closet, Bay Window', 'Ceramic Floor, Ceramic Back Splash, Open Concept', 'Ceramic Floor, Closet, Window', 'Ceramic Floor, Window, Fireplace', 'Ceramic Floor, Ceramic Back Splash, Window']",Sale,Detached,2-Storey,,,,Toronto,Yorkdale-Glen Park,3,4,1,7,Y,,,Central Air,Y,,,,Sep Entrance,,Forced Air,,Stucco/Plaster,Detached,,,4,6.0,,,5049.94,2024,,,,,Glencairn Ave/ Lansdowne Ave,Toronto W04,,,,https://www.slideshowcloud.com/1212glencairnavenue,,,,,,,Park,,3,,,,,,,,,,,,,,,,,,,,Sewers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Garden Shed,,,,,,,,,,None,,,Municipal,1,Private,1.0,"PT LT 8 PL 2646 NORTH YORK AS IN TB105802;TORONTO (N YORK) ,  CITY OF TORONTO",N,37.00,132.00,Feet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,[],[],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"$2,649,000",74 Garnet Avenue,"['Dining', 'Kitchen', 'Living', 'Family', 'Prim Bdrm', '2nd Br', '3rd Br', 'Media/Ent', 'Rec']","['4.58 x 6.71', '5.08 x 3.55', '4.58 x 6.71', '4.44 x 5.37', '7.90 x 4.64', '4.54 x 3.45', '4.54 x 3.45', '5.18 x 4.77', '5.20 x 4.25']","['Wood Floor, Large Window, Combined W/Living', 'Modern Kitchen, Stone Counter, B/I Appliances', 'Wood Floor, Open Concept', 'Wood Floor, Fireplace, Folding Door', 'Cathedral Ceiling, W/I Closet, 3 Pc Ensuite', 'Large Window, Closet', 'Window, Closet', 'Broadloom, Built-In Speakers, B/I Shelves', 'Wood Floor, Window, 3 Pc Bath']",Sale,Detached,2-Storey,,,,Toronto,Dovercourt-Wallace Emerson-Junction,3,4,1,7,Y,,,Central Air,Y,,,,Finished,,Forced Air,,Stucco/Plaster,Detached,,,0,2.0,,,9463.00,2024,,,,,Christie/Garnet,Toronto W02,,,,https://tours.tyso.ca/74garnetave/#gallery,,,,,,,Place Of Worship,1,2,,,,,,,,,,,,,,,,,,,,Sewers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,Municipal,,Lane,2.0,"East 1/2 Of Lt 196 Pl 1088 City West,  City Of Toro",N,20.00,115.00,Feet,,,,,,,,,,2024-11-23 00:00:00.0,2:00 PM,4:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"$1,148,000",4 Daysland Road,"['Living', 'Kitchen', 'Prim Bdrm', '2nd Br', '3rd Br', 'Kitchen', 'Living', '4th Br', '5th Br']","['4.18 x 4.00', '2.93 x 4.42', '3.84 x 2.47', '3.84 x 2.77', '2.22 x 2.93', '3.08 x 3.76', '3.32 x 3.33', '3.30 x 3.50', '1.95 x 5.12']","['Large Window, Laminate, Pot Lights', 'Laminate, Stainless Steel Appl, W/O To Deck', 'Laminate, Double Closet, Window', 'Laminate, Window, Access To Garage', 'Laminate, Window, Combined W/Laundry', 'Laminate, Window, Pot Lights', 'Laminate, Window, Pot Lights', 'Laminate, Window, Closet', 'Laminate, Window']",Sale,Detached,Bungalow,,,,Toronto,Rexdale-Kipling,3,3,1,5,N,,,Central Air,N,Y,,,Sep Entrance,N,Forced Air,,Brick,Attached,,,2,4.0,,,3324.70,2024,,,,073380065,Islington/Elmhurst,Toronto W10,,,,https://tourwizard.net/8f7197b1/nb/,,,N,,,,Park,2,3,,,,,,,,,,,,,,,,,,,,Sewers,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,Garden Shed,,,,,,,,,,None,,,Municipal,1,Private,2.0,"LOT 432,  PLAN 4411 SUBJECT TO EB128210 ETOBICOKE ,  CITY OF TORONTO",S,125.00,45.00,Feet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"$1,898,000",270 Brighton Avenue,"['Kitchen', 'Family', 'Dining', 'Prim Bdrm', '2nd Br', '3rd Br', 'Bathroom', 'Kitchen', 'Living', '4th Br', '5th Br', 'Bathroom']","['2.73 x 2.79', '5.44 x 5.96', '2.74 x 3.65', '3.37 x 3.63', '2.00 x 3.37', '2.00 x 3.63', '3.04 x 1.21', '3.04 x 3.04', '5.34 x 7.60', '3.23 x 3.63', '3.23 x 3.60', '3.04 x 1.21']","['Raised Floor, Window, Hardwood Floor', 'Large Window, Hardwood Floor, Pot Lights', 'Combined W/Family, B/I Bar, Hardwood Floor', 'B/I Closet, 3 Pc Bath, Large Window', 'Pot Lights, Window, Hardwood Floor', 'Closet, Pot Lights, Hardwood Floor', '', '', 'Laminate, Pot Lights, Combined W/Kitchen', 'Closet, Pot Lights, Window', 'Pot Lights, Laminate, Window', '']",Sale,Detached,Bungalow,2000-2500,51-99,,Toronto,Bathurst Manor,3,3,1,6,Y,,,Central Air,Y,,,,Sep Entrance,,Forced Air,No,Brick Front,Carport,,,3,4.0,,,5470.00,2024,,,,,Sheppard Ave & Bathurst St,Toronto C06,,,,,,,,,,,School,2,4,,,,,,,,,,,,,,,,,,,,Sewers,,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,None,,,Municipal,1,Private,1.0,PLAN 1899 WPT 90 E PT LOT 91,N,57.00,117.00,Feet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"$999,000",62 Kay Drive,"['Living', 'Dining', 'Kitchen', 'Prim Bdrm', '2nd Br', '3rd Br', '4th Br', 'Rec', 'Kitchen', 'Laundry']","['3.18 x 4.82', '2.60 x 2.85', '2.50 x 4.45', '3.50 x 5.41', '2.70 x 3.82', '2.70 x 2.80', '2.75 x 3.10', '3.50 x 4.00', '3.50 x 3.00', '2.00 x 2.80']","['Laminate, Fireplace, W/O To Deck', 'Laminate, L-Shaped Room', 'Ceramic Floor, B/I Dishwasher', 'Laminate, Closet', 'Laminate, Closet', 'Laminate, Closet', 'Laminate, Closet', 'Ceramic Floor, Open Concept', 'Combined W/Rec', 'Ceramic Floor']",Sale,Detached,2-Storey,,,,Toronto,Mount Olive-Silverstone-Jamestown,4,3,1,7,N,,,Central Air,Y,,,,Sep Entrance,,Forced Air,,Alum Siding,Attached,,,4,6.0,,,3319.00,2024,,,,073070366,Kipling/Steeles,Toronto W10,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,Sewers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brick,,,,,,,None,,,Municipal,1,Pvt Double,2.0,LOT 182 PLAN M1985,E,30.50,94.50,Feet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"$3,489,000",1 Oregon Trail,"['Living', 'Dining', 'Family', 'Kitchen', 'Office', 'Prim Bdrm', '2nd Br', '3rd Br', '4th Br', '5th Br', 'Br', 'Rec']","['12.50 x 4.96', '12.60 x 4.74', '3.85 x 5.39', '5.01 x 7.78', '3.57 x 3.64', '4.97 x 5.50', '3.35 x 4.25', '3.34 x 4.47', '3.75 x 3.82', '8.09 x 9.03', '4.72 x 4.79', '3.51 x 4.53']","['Hardwood Floor, Combined W/Dining, Large Window', 'Hardwood Floor, Combined W/Living, Large Window', 'Hardwood Floor, Gas Fireplace, Large Window', 'Hardwood Floor, Quartz Counter, B/I Appliances', 'Hardwood Floor, Large Window', 'Hardwood Floor, 4 Pc Ensuite, Fireplace', 'Hardwood Floor, 4 Pc Bath, Closet', 'Hardwood Floor, 4 Pc Bath, Closet', 'Hardwood Floor, 4 Pc Ensuite, Closet', 'Ceramic Floor, Closet, Window', 'Ceramic Floor, Closet, Window', 'Ceramic Floor, Combined W/Kitchen, W/O To Patio']",Sale,Detached,2-Storey,,,N,Toronto,Islington-City Centre West,4,6,1,9,Y,,,Central Air,Y,,,,Sep Entrance,,Forced Air,,Brick,Detached,,,3,5.0,,,11932.96,2023,,,,075530316,Bloor St W & Laurel Ave,Toronto W08,,,,https://1-oregon-trail.showthisproperty.com/mls,,,,,,,,2,3,,,,,,,,,,,,,,,,,,,,Sewers,,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,Stone,,,,,,,None,,,Municipal,1,Private,2.0,"PT LT 11,  PL 3508 ; AS IN EB223070 ; ETOBICOKE ,  CITY OF TORONTO",E,45.08,160.00,Feet,,,,,,,,,,2024-11-17 00:00:00.0,2:00 PM,4:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"$899,899",18 Anneke Road,"['Living', 'Kitchen', 'Br', '2nd Br', '3rd Br', 'Rec', 'Laundry', 'Furnace']","['3.30 x 4.40', '3.00 x 4.30', '3.00 x 3.20', '3.40 x 3.90', '2.90 x 3.90', '7.20 x 7.20', '2.40 x 2.50', '2.70 x 3.20']","['Hardwood Floor, Bay Window, Pass Through', 'Eat-In Kitchen, Stainless Steel Appl, Hardwood Floor', 'Hardwood Floor', 'O/Looks Backyard, Double Closet, Hardwood Floor', 'W/O To Deck, Hardwood Floor, O/Looks Backyard', 'Wet Bar, Pot Lights, 3 Pc Bath', 'Above Grade Window', '']",Sale,Detached,Bungalow,,,,Toronto,Birchcliffe-Cliffside,3,2,1,6,N,,,None,Y,,,,Finished,,Forced Air,,Brick,None,,,3,3.0,,,3784.00,2024,,,,064820072,Birchmount/Pinegrove,Toronto E06,,,,https://listingsto.ca/18-anneke-rd/,,,,,,,School,,4,,,,,,,,,,,,,,,,,,,,Sewers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,Municipal,1,Private,0.0,Plan 3682 Lot 64,E,40.03,100.00,Feet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"$1,999,000",85 Yonge Boulevard,"['Foyer', 'Living', 'Dining', 'Kitchen', 'Prim Bdrm', '2nd Br', '3rd Br', 'Rec', '4th Br', 'Other']","['1.94 x 3.05', '3.97 x 4.17', '3.66 x 3.66', '3.89 x 4.17', '3.15 x 4.12', '2.80 x 4.12', '2.65 x 4.35', '3.97 x 5.90', '2.75 x 4.17', '4.58 x 5.85']","['Tile Floor, Closet, O/Looks Living', 'Hardwood Floor, Large Window, Gas Fireplace', 'Hardwood Floor, Large Window, Track Lights', 'Eat-In Kitchen, Breakfast Bar, Stainless Steel Appl', 'Hardwood Floor, Double Closet, 4 Pc Bath', 'Hardwood Floor, Bay Window, Closet', 'Hardwood Floor, Large Window, Closet', 'Broadloom, Brick Fireplace, Above Grade Window', 'Broadloom, Above Grade Window, 3 Pc Bath', 'Large Closet, Combined W/Workshop, Combined W/Laundry']",Sale,Detached,1 1/2 Storey,,,,Toronto,Bedford Park-Nortown,3,2,1,7,N,,,Wall Unit,Y,,,,Fin W/O,,Forced Air,,Brick,Attached,,,3,4.0,,,9294.52,2023,,,,103540115,Yonge & Brooke,Toronto C04,,,,,,,,,,,,1,3,,,,,,,,,,,,,,,,,,,,Sewers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Garden Shed,,,,,,,,,,None,,,Municipal,,Private,1.0,Plan 2352 Part Lots 2 & 3,E,35.81,140.00,Feet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"$1,898,000",152 Stanley Avenue,"['Kitchen', 'Dining', 'Living', 'Prim Bdrm', '2nd Br', '3rd Br', 'Rec']","['4.20 x 3.73', '5.49 x 3.40', '5.79 x 5.49', '3.96 x 5.49', '3.72 x 3.11', '3.87 x 3.07', '6.25 x 5.18']","['B/I Appliances, Hardwood Floor, Open Concept', 'Open Concept, O/Looks Living, Hardwood Floor', 'Sunken Room, W/O To Deck, B/I Shelves', '5 Pc Ensuite, W/I Closet, Large Window', 'Hardwood Floor, Large Window, Pot Lights', 'Window, Closet, Hardwood Floor', 'W/O To Yard, Large Window, Hardwood Floor']",Sale,Detached,2-Storey,,,,Toronto,Mimico,3,3,1,6,N,,,Central Air,Y,,,,Walk-Up,,Forced Air,,Brick,Built-In,,,1,2.0,,,6888.23,2024,,,,,Royal York Rd/Stanley Ave.,Toronto W06,,,,https://youtube.com/shorts/RU-92GQQJdA?feature=share,,,,,,,Park,,1,,,,,,,,,,,,,,,,,,,,Sewers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,Municipal,,Private,1.0,"PART OF LOT B PLAN 513 DESIGNATED AS PART 2 PLAN 66R27210,  (ETOBICOKE) CITY OF TORONTO",N,25.04,126.57,Feet,,,,,,,,,,2024-11-10 00:00:00.0,2:00 PM,4:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"$1,179,000",53 Lynnford Drive,"['Living', 'Dining', 'Kitchen', 'Prim Bdrm', '2nd Br', '3rd Br', 'Rec', '4th Br', 'Office', 'Furnace']","['3.62 x 6.03', '3.07 x 2.48', '2.92 x 2.13', '4.04 x 3.08', '2.88 x 3.09', '3.15 x 3.46', '6.07 x 3.74', '3.61 x 3.02', '3.61 x 4.78', '3.05 x 3.71']","['Hardwood Floor, Picture Window', 'Hardwood Floor, Picture Window', 'Updated, O/Looks Garden', 'Hardwood Floor', 'Hardwood Floor', 'Hardwood Floor', 'Laminate, Side Door, Window', 'Laminate, Double Closet, Window', 'Laminate, Window', 'Combined W/Workshop, Window']",Sale,Detached,Bungaloft,,,,Toronto,Islington-City Centre West,3,2,1,6,N,,,Central Air,N,,,,Sep Entrance,,Forced Air,,Brick,None,,,4,4.0,,,5214.45,2024,,,,075510010,East Mall & Bloor,Toronto W08,,,,,,,,,,,Park,1,3,,,,,,,,,,,,,,,,,,,,Sewers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Drive Shed,,,,,,,,,,None,,,Municipal,,Private,0.0,Plan 4392 Lot 157,S,45.00,126.00,Feet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"$1,380,000",70 Laburnham Avenue,"['Living', 'Dining', 'Family', 'Kitchen', 'Prim Bdrm', '2nd Br', '3rd Br', 'Living', 'Kitchen', '4th Br']","['3.59 x 4.67', '2.70 x 3.28', '5.53 x 3.00', '2.70 x 3.28', '3.85 x 4.03', '3.01 x 2.82', '2.53 x 5.68', '2.75 x 2.98', '2.75 x 3.65', '2.75 x 3.01']","['Laminate, Picture Window', 'Laminate, Bay Window, Combined W/Kitchen', 'W/O To Patio, Laminate, Large Window', 'Modern Kitchen, Laminate, Stainless Steel Appl', 'O/Looks Backyard, 3 Pc Ensuite, W/O To Deck', 'Laminate, Closet, B/I Shelves', 'Laminate, Closet, O/Looks Frontyard', 'W/O To Garden, Laminate', 'Laminate, Window, Stainless Steel Appl', 'O/Looks Backyard, Laminate']",Sale,Detached,2-Storey,,,,Toronto,Long Branch,4,4,2,10,N,,,Central Air,N,,,,Part Bsmt,,Forced Air,,Vinyl Siding,None,,,2,2.0,,,4906.88,2024,,,,,Lakeshore / 29th Street,Toronto W06,,,,https://real.vision/70-laburnham-avenue?o=u,,,,,,,Lake/Pond,,,,,,,,,,,,,,,,,,,,,,Sewers,,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Workshop,,,,,,,,,,None,,,Municipal,,Pvt Double,0.0,"PT LT 78,  PL 1572,  AS IN TB368227 ; ETOBICOKE ,  CITY OF TORONTO",N,35.00,110.00,Feet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"$2,099,900",26 Birchmount Road,"['Living', 'Dining', 'Kitchen', 'Breakfast', 'Family', 'Prim Bdrm', '2nd Br', '3rd Br', '4th Br', 'Family', 'Rec']","['5.24 x 8.23', '5.24 x 8.23', '2.70 x 3.91', '2.70 x 2.98', '3.97 x 7.34', '3.71 x 5.30', '2.96 x 3.66', '3.55 x 3.66', '3.09 x 3.12', '4.92 x 8.67', '4.86 x 5.42']","['Combined W/Dining, Large Window, Hardwood Floor', 'Open Concept, Combined W/Living, Hardwood Floor', 'Open Concept, Breakfast Area, Combined W/Family', 'O/Looks Backyard, Combined W/Kitchen, W/O To Deck', 'B/I Bookcase, Gas Fireplace, W/O To Yard', '5 Pc Ensuite, His/Hers Closets, W/O To Terrace', 'W/I Closet, O/Looks Backyard, Hardwood Floor', 'Large Closet, O/Looks Backyard, Hardwood Floor', 'Large Closet, Window, Hardwood Floor', 'Gas Fireplace, Walk-Up, Window', 'Combined W/Family, 4 Pc Bath, Large Closet']",Sale,Detached,2-Storey,,,,Toronto,Birchcliffe-Cliffside,4,3,1,6,Y,,,Central Air,Y,,,,Walk-Up,,Forced Air,,Stone,Attached,,,2,3.0,,,8315.10,2023,,,,065110217,South of Kingston Rd.,Toronto E06,,,,https://my.matterport.com/show/?m=XicfiMeUQnk,,,,,,,Golf,,1,,,,,,,,,,,,,,,,,,,,Sewers,,,,,,,,,,,,,,,,,,,,N,Residential,,,,,,,,,,,,,,Garden Shed,,,Stucco/Plaster,,,,,,,None,,,Municipal,,Private,1.0,"PT S PT LT 31 CON A SCARBOROUGH PT 5 RS977; TORONTO ,  CITY OF TORONTO",W,30.00,119.00,Feet,,,,,,,,,,,,,,,,,,,,,,,,,,,LakeOntario,Lake,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"$1,700,000",1652 Jane Street,[],[],[],Sale,Store W/Apt/Office,,,,,Toronto,Weston,,,,,,,,N,,,,,Y,,None,,,Outside/Surface,,,,,,,4137.56,2023,,,,103240114,Jane-Corner Property,Toronto W04,,,,,,,,,,,,,,,,,,,Store With Apt/Office,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CR2(c2;r2)*1168),,,,,,,,,,,,,,,,,,,,,,,,,,,Municipal,,,,,,50.00,102.00,Feet,,,,,,,,,Corner Lot,,,,,,,,,Sq Ft,2580.00,Sq Ft,Annual,A,No,Lot,For Sale,1750,,,,,830,Sq Ft,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
