link,strikethrough_price,sold_price,property_type,address,bedrooms,bathrooms,garages
/on/toronto-real-estate/241-lansdowne-ave/home/damgL7Aqr8b7Z1MW/,"$2,795,000","$2,700,000",Detached,"241 Lansdowne Ave , Toronto - Little Portugal",,,
/on/vaughan-real-estate/146-laurelhurst-cres/home/MB5bO3xzP9QykWVP/,"$1,099,900","$1,090,000",Freehold Townhouse,"146 Laurelhurst Cres , Vaughan - Vellore Village",,,
/on/mississauga-real-estate/302-810-scollard-crt/home/weQp5yOj8nGYd0ZE/,"$624,900","$619,000",Condo Apt,"302 - 810 Scollard Crt , Mississauga - East Credit",,,
/on/vaughan-real-estate/1701-2916-highway-7-rd/home/0J6Em7bPN68YXBeq/,"$569,900","$545,000",Condo Apt,"1701 - 2916 Highway 7 Rd , Vaughan - Concord",,,
/on/mississauga-real-estate/302-810-scollard-crt/home/weQp5yOj8nGYd0ZE/,"$624,900","$619,000",Condo Apt,"302 - 810 Scollard Crt , Mississauga - East Credit",,,
/on/scarborough-real-estate/735-68-corporate-dr/home/a6zqW7dGnpVy5eZE/,"$518,800","$518,800",Condo Apt,"735 - 68 Corporate Dr , Scarborough - Woburn",,,
/on/mississauga-real-estate/709-abana-rd/home/0MWBVyZO8Bb7Kemj/,"$949,900","$1,051,500",Semi-Detached,"709 ABANA Rd , Mississauga - Cooksville",,,
/on/mississauga-real-estate/709-abana-rd/home/0MWBVyZO8Bb7Kemj/,"$949,900","$1,051,500",Semi-Detached,"709 Abana Rd , Mississauga - Cooksville",,,
/on/etobicoke-real-estate/2224-5233-dundas-st-w/home/weQp5yOwNo0yd0ZE/,"$636,000","$618,888",Condo Apt,"2224 - 5233 Dundas St W , Etobicoke - Islington-City Centre West",,,
/on/mississauga-real-estate/237-3025-the-credit-woodlands-dr/home/obqB176KWw3ZajDG/,"$664,900","$650,000",Condo Apt,"237 - 3025 The Credit Woodlands Dr , Mississauga - Erindale",,,
/on/etobicoke-real-estate/1204-61-richview-rd/home/eVbOYEpA8Jn3x2P0/,"$543,000","$515,000",Condo Apt,"1204 - 61 Richview Rd , Etobicoke - Humber Heights",,,
/on/north-york-real-estate/34-pleasant-view-dr/home/Z5BX32z9vbl3Dar0/,"$1,099,000","$1,201,000",Detached,"34 Pleasant View Dr , North York - Pleasant View",,,
/on/north-york-real-estate/64-ruscica-dr/home/DO1w3WqkQ6Ky8Jg0/,"$1,559,000","$1,475,000",Detached,"64 RUSCICA Dr , North York - Victoria Village",,,
/on/pickering-real-estate/2622-castlegate-crossing-dr/home/56k97wq0OA1YKRjD/,"$899,888","$872,500",Freehold Townhouse,"2622 Castlegate Crossing , Pickering - Duffin Heights",,,
/on/toronto-real-estate/889c-adelaide-st-w/home/knbq6y1LJJxYo9DA/,"$899,000","$900,000",Condo Townhouse,"889C Adelaide St W , Toronto - Niagara",,,
/on/richmond-hill-real-estate/901-9191-yonge-st/home/JRv53KDld96YVPW4/,"$449,000","$500,000",Condo Apt,"901 - 9191 Yonge St , Richmond Hill - Langstaff",,,
/on/toronto-real-estate/1406-3-massey-sq/home/BXeEn7X0wMM7rPo8/,"$529,900","$510,000",Condo Apt,"1406 - 3 Massey Sq , Toronto - Crescent Town",,,
/on/north-york-real-estate/7-lockerbie-ave/home/Z5BX32zwdmX3Dar0/,"$988,000","$940,000",Detached,"7 Lockerbie Ave , North York - Humberlea-Pelmo Park W4",,,
/on/toronto-real-estate/4015-19-bathurst-st/home/EeVbOYEXBXB3x2P0/,"$650,000","$618,000",Condo Apt,"4015 - 19 Bathurst St , Toronto - Waterfront Communities C1",,,
/on/toronto-real-estate/83-dunblaine-ave/home/dXawjy4WqqNYrR18/,"$2,288,000","$2,080,000",Detached,"83 Dunblaine Ave , Toronto - Bedford Park-Nortown",,,
/on/vaughan-real-estate/2311-7890-jane-st-w/home/zVwod7v5BXMy5mGN/,"$499,000","$470,000",Condo Apt,"2311 - 7890 Jane St , Vaughan - Concord",,,
/on/toronto-real-estate/1002-2181-yonge-st/home/b1DBW7RzdgE7qlAp/,"$939,900","$952,000",Condo Apt,"1002 - 2181 Yonge St , Toronto - Mount Pleasant West",,,
/on/pickering-real-estate/2169-saffron-dr/home/BXeEn7XPX2g7rPo8/,"$1,298,300","$1,225,000",Detached,"2169 Saffron Dr , Pickering - Brock Ridge",,,
/on/scarborough-real-estate/11-arden-cres/home/aQmD7znkKnA7J9Bo/,"$999,880","$990,000",Detached,"11 Arden Cres , Scarborough - Clairlea-Birchmount",,,
/on/toronto-real-estate/66-cliff-st/home/obqB176lWZMYZajD/,"$790,000","$960,000",Semi-Detached,"66 Cliff St , Toronto - Rockcliffe-Smythe",,,
/on/vaughan-real-estate/26-carrville-woods-circ/home/aD6p781mqP03wRQr/,"$1,399,000","$1,391,000",Freehold Townhouse,"26 CARRVILLE WOODS Circ , Vaughan - Patterson",,,
/on/mississauga-real-estate/5100-sunray-dr/home/ZEXrx30BLXDyOklN/,"$1,299,000","$1,250,000",Detached,"5100 Sunray Dr , Mississauga - Hurontario",,,
/on/toronto-real-estate/1004-21-overlea-blvd/home/DnM697kopV67bmwe/,"$517,000","$517,000",Condo Apt,"1004 - 21 Overlea Blvd , Toronto - Thorncliffe Park",,,
/on/scarborough-real-estate/1103-175-bamburgh-circ/home/6zqW7dGAVevy5eZE/,"$839,900","$809,000",Condo Apt,"1103 - 175 Bamburgh Circ , Scarborough - Steeles",,,
/on/mississauga-real-estate/1009-8-nahani-way/home/RdXze3eJ10vY8m9K/,"$629,000","$620,000",Condo Apt,"1009 - 8 Nahani Way , Mississauga - Hurontario",,,
/on/toronto-real-estate/146-lee-ave/home/6VLaGyGJA9JYW1ZD/,"$1,289,000","$1,759,146",Semi-Detached,"146 Lee Ave , Toronto - The Beaches",,,
/on/etobicoke-real-estate/518-prince-edward-dr-n/home/2Z5BX328Jz1yDar0/,"$2,499,999","$2,480,000",Detached,"518 Prince Edward Dr N , Etobicoke - Kingsway South",,,
/on/etobicoke-real-estate/27-alma-dr/home/bEDRYagLLxQ71VaB/,"$999,000","$1,195,000",Detached,"27 Alma Dr , Etobicoke - Humber Heights",,,
/on/ajax-real-estate/ph900-45-cumberland-lane/home/VgAaOyLVXGA3GxMb/,"$1,749,800","$1,670,000",Condo Apt,"PH900 - 45 Cumberland Lane , Ajax - South West",,,
/on/toronto-real-estate/106-yardley-ave/home/damgL7AgxqEYZ1MW/,"$1,275,000","$1,250,000",Detached,"106 Yardley Ave , Toronto - O'Connor-Parkview",,,
/on/scarborough-real-estate/34-henbury-pl/home/VgAaOyLDv1eyGxMb/,"$750,000","$775,000",Freehold Townhouse,"34 Henbury Pl , Scarborough - Malvern",,,
/on/toronto-real-estate/57-st-nicholas-st/home/L4KAX7NEJ1oyeRPJ/,"$1,799,000","$1,790,000",Freehold Townhouse,"57 St Nicholas St , Toronto - Bay Street Corridor",,,
/on/markham-real-estate/22-arborfield-lane/home/02Zpj39kKpPyDrK8/,"$1,950,000","$1,938,000",Detached,"22 Arborfield Lane , Markham - Markville",,,
/on/mississauga-real-estate/306-3351-cawthra-rd/home/510Qqyp4Je1yLGlV/,"$730,000","$746,000",Condo Apt,"306 - 3351 Cawthra Rd , Mississauga - Applewood",,,
/on/vaughan-real-estate/23-redfinch-cres/home/BGMnKYq80lR3w1Qr/,"$1,438,000","$1,375,000",Detached,"23 Redfinch Cres , Vaughan - Vellore Village",,,
/on/etobicoke-real-estate/1005-3391-bloor-st-w/home/knbq6y1KoXB3o9DA/,"$519,000","$500,000",Condo Apt,"1005 - 3391 Bloor St , Etobicoke - Islington-City Centre West",,,
/on/markham-real-estate/19-sycamore-dr/home/obqB176Zkma7ZajD/,"$1,748,000","$1,710,000",Detached,"19 Sycamore Dr , Markham - Aileen-Willowbrook",,,
/on/north-york-real-estate/10-hirondelle-pl/home/5xLkv3VBDmn3DBNr/,"$1,788,800","$1,750,000",Detached,"10 Hirondelle Pl , North York - Parkwoods-Donalda",,,
/on/pickering-real-estate/1582-winville-rd/home/BDO1w3WqQZVy8Jg0/,"$1,299,000","$1,270,000",Detached,"1582 winville Rd , Pickering - Duffin Heights",,,
/on/mississauga-real-estate/27-3025-cedarglen-gate/home/bqB176WlB8a3ZajD/,"$629,999","$590,000",Condo Townhouse,"27 - 3025 Cedarglen Gate , Mississauga - Erindale",,,
/on/scarborough-real-estate/113-dali-cres/home/0J6Em7b2xdw7XBeq/,"$1,199,000","$1,200,000",Detached,"113 Dali Cres , Scarborough - Rouge E11",,,
/on/north-york-real-estate/112-25-adra-grado-way/home/dXawjy4LxkmyrR18/,"$988,888","$1,130,000",Condo Townhouse,"112 - 25 Adra Grado Way , North York - Bayview Village",,,
/on/toronto-real-estate/2711-100-dalhousie-st/home/5VXv3lX5GJE3j2q8/,"$589,900","$569,000",Condo Apt,"2711 - 100 Dalhousie St , Toronto - Church-Yonge Corridor",,,
/on/mississauga-real-estate/71-onaway-rd/home/XRla7gxe16P3jEvL/,"$1,680,000","$1,650,000",Detached,"71 Onaway Rd , Mississauga - Port Credit",,,
/on/toronto-real-estate/544-manning-avenue/home/xLkv3V9p5nz7DBNr/,"$1,250,000","$1,250,000",Semi-Detached,"544 Manning Ave , Toronto - Palmerston-Little Italy",,,
/on/pickering-real-estate/2528-castlegate-crossing/home/B5bO3xXGW2V3kWVP/,"$895,000","$955,198",Freehold Townhouse,"2528 Castlegate Crossing , Pickering - Duffin Heights",,,
/on/richmond-hill-real-estate/301-weldrick-rd-e/home/pxmZRW7n6P7EBO9J/,"$2,088,000","$1,980,000",Detached,"301 Weldrick Rd E , Richmond Hill - Observatory",,,
/on/etobicoke-real-estate/24-duncairn-dr/home/obqB176ZZgw7ZajD/,"$1,399,900","$1,300,000",Detached,"24 Duncairn Dr , Etobicoke - Princess-Rosethorn",,,
/on/markham-real-estate/96-sunway-sq/home/J6Em7bn9RBg7XBeq/,"$1,150,000","$1,140,000",Freehold Townhouse,"96 Sunway Sq , Markham - Raymerville",,,
/on/north-york-real-estate/10-cedar-springs-grve/home/XeEn7X6DNAdYrPo8/,"$1,550,000","$1,518,000",Detached,"10 Cedar Springs Grve , North York - Bathurst Manor",,,
/on/richmond-hill-real-estate/41-steepleview-cres/home/JRv53KDljdPYVPW4/,"$948,000","$957,500",Freehold Townhouse,"41 Steepleview Cres , Richmond Hill - North Richvale",,,
/on/vaughan-real-estate/92-east-s-corners-blvd/home/BDO1w3WV1kV78Jg0/,"$1,099,900","$1,100,000",Freehold Townhouse,"92 East's Corners Blvd , Vaughan - Kleinburg",,,
/on/scarborough-real-estate/20-sundance-cres/home/NkKJ3JdNQE1yd4V6/,"$869,900","$840,000",Detached,"20 Sundance Cres , Scarborough - Woburn",,,
/on/toronto-real-estate/414-jones-ave/home/02Zpj394aEq7DrK8/,"$1,120,000","$1,080,000",Semi-Detached,"414 Jones Ave , Toronto - Blake-Jones",,,
/on/toronto-real-estate/3105-30-nelson-st-e/home/PXRla7gxKB93jEvL/,"$599,800","$720,000",Condo Apt,"3105 - 30 Nelson St , Toronto - Waterfront Communities C1",,,
/on/markham-real-estate/306-32-clegg-rd/home/knbq6y1lee0Yo9DA/,"$765,000","$752,500",Condo Apt,"306 - 32 Clegg Rd , Markham - Unionville",,,
/on/toronto-real-estate/117-glebemount-ave/home/LzQ1y5E95bjyqdeK/,"$1,100,000","$1,028,000",Semi-Detached,"117 Glebemount Ave , Toronto - Danforth",,,
/on/toronto-real-estate/1542-davenport-rd/home/0Zaw5YonJX43n961/,"$1,150,000","$1,100,000",Semi-Detached,"1542 Davenport Rd , Toronto - Corso Italia-Davenport",,,
/on/scarborough-real-estate/3-301-bridletowne-circ/home/VgAaOyLKrdeYGxMb/,"$856,000","$840,000",Condo Townhouse,"3 - 301 Bridletowne Circ , Scarborough - L'Amoreaux",,,
/on/mississauga-real-estate/27-3025-cedarglen-gate/home/bqB176WlB8a3ZajD/,"$629,999","$590,000",Condo Townhouse,"27 - 3025 Cedarglen Gate , Mississauga - Erindale",,,
/on/scarborough-real-estate/113-dali-cres/home/0J6Em7b2xdw7XBeq/,"$1,199,000","$1,200,000",Detached,"113 Dali Cres , Scarborough - Rouge E11",,,
/on/north-york-real-estate/112-25-adra-grado-way/home/dXawjy4LxkmyrR18/,"$988,888","$1,130,000",Condo Townhouse,"112 - 25 Adra Grado Way , North York - Bayview Village",,,
/on/toronto-real-estate/2711-100-dalhousie-st/home/5VXv3lX5GJE3j2q8/,"$589,900","$569,000",Condo Apt,"2711 - 100 Dalhousie St , Toronto - Church-Yonge Corridor",,,
/on/mississauga-real-estate/71-onaway-rd/home/XRla7gxe16P3jEvL/,"$1,680,000","$1,650,000",Detached,"71 Onaway Rd , Mississauga - Port Credit",,,
/on/toronto-real-estate/544-manning-avenue/home/xLkv3V9p5nz7DBNr/,"$1,250,000","$1,250,000",Semi-Detached,"544 Manning Ave , Toronto - Palmerston-Little Italy",,,
/on/pickering-real-estate/2528-castlegate-crossing/home/B5bO3xXGW2V3kWVP/,"$895,000","$955,198",Freehold Townhouse,"2528 Castlegate Crossing , Pickering - Duffin Heights",,,
/on/richmond-hill-real-estate/301-weldrick-rd-e/home/pxmZRW7n6P7EBO9J/,"$2,088,000","$1,980,000",Detached,"301 Weldrick Rd E , Richmond Hill - Observatory",,,
/on/etobicoke-real-estate/24-duncairn-dr/home/obqB176ZZgw7ZajD/,"$1,399,900","$1,300,000",Detached,"24 Duncairn Dr , Etobicoke - Princess-Rosethorn",,,
/on/markham-real-estate/96-sunway-sq/home/J6Em7bn9RBg7XBeq/,"$1,150,000","$1,140,000",Freehold Townhouse,"96 Sunway Sq , Markham - Raymerville",,,
/on/north-york-real-estate/10-cedar-springs-grve/home/XeEn7X6DNAdYrPo8/,"$1,550,000","$1,518,000",Detached,"10 Cedar Springs Grve , North York - Bathurst Manor",,,
/on/richmond-hill-real-estate/41-steepleview-cres/home/JRv53KDljdPYVPW4/,"$948,000","$957,500",Freehold Townhouse,"41 Steepleview Cres , Richmond Hill - North Richvale",,,
/on/vaughan-real-estate/92-east-s-corners-blvd/home/BDO1w3WV1kV78Jg0/,"$1,099,900","$1,100,000",Freehold Townhouse,"92 East's Corners Blvd , Vaughan - Kleinburg",,,
/on/scarborough-real-estate/20-sundance-cres/home/NkKJ3JdNQE1yd4V6/,"$869,900","$840,000",Detached,"20 Sundance Cres , Scarborough - Woburn",,,
/on/toronto-real-estate/414-jones-ave/home/02Zpj394aEq7DrK8/,"$1,120,000","$1,080,000",Semi-Detached,"414 Jones Ave , Toronto - Blake-Jones",,,
/on/toronto-real-estate/3105-30-nelson-st-e/home/PXRla7gxKB93jEvL/,"$599,800","$720,000",Condo Apt,"3105 - 30 Nelson St , Toronto - Waterfront Communities C1",,,
/on/markham-real-estate/306-32-clegg-rd/home/knbq6y1lee0Yo9DA/,"$765,000","$752,500",Condo Apt,"306 - 32 Clegg Rd , Markham - Unionville",,,
/on/toronto-real-estate/117-glebemount-ave/home/LzQ1y5E95bjyqdeK/,"$1,100,000","$1,028,000",Semi-Detached,"117 Glebemount Ave , Toronto - Danforth",,,
/on/toronto-real-estate/1542-davenport-rd/home/0Zaw5YonJX43n961/,"$1,150,000","$1,100,000",Semi-Detached,"1542 Davenport Rd , Toronto - Corso Italia-Davenport",,,
/on/scarborough-real-estate/3-301-bridletowne-circ/home/VgAaOyLKrdeYGxMb/,"$856,000","$840,000",Condo Townhouse,"3 - 301 Bridletowne Circ , Scarborough - L'Amoreaux",,,
/on/richmond-hill-real-estate/613-8763-bayview-ave/home/knbq6y1K8JB3o9DA/,"$500,000","$475,000",Condo Apt,"613 - 8763 BAYVIEW Ave , Richmond Hill - Doncrest",,,
/on/richmond-hill-real-estate/309-8763-bayview-ave/home/MB5bO3x8v0g3kWVP/,"$625,000","$575,000",Condo Apt,"309 - 8763 Bayview Ave , Richmond Hill - Doncrest",,,
/on/north-york-real-estate/219-ellerslie-ave/home/5VXv3lXe1rV3j2q8/,"$2,048,000","$2,000,000",Detached,"219 Ellerslie Ave , North York - Willowdale West",,,
/on/north-york-real-estate/lph-1-28-byng-ave/home/XRla7gxeGbG3jEvL/,"$679,900","$679,000",Condo Apt,"LPH 1 - 28 BYNG Ave , North York - Willowdale East",,,
/on/mississauga-real-estate/4096-claypine-rise/home/2Zpj39EkKeO3DrK8/,"$1,599,000","$1,525,000",Detached,"4096 Claypine Rise , Mississauga - Rathwood",,,
/on/etobicoke-real-estate/914-1185-the-queensway-ave/home/JjAXw7QaB6M7QOzg/,"$534,900","$530,000",Condo Apt,"914 - 1185 The Queensway , Etobicoke - Islington-City Centre West",,,
/on/toronto-real-estate/108-seaton-st/home/XeEn7X6rwOoYrPo8/,"$1,799,000","$1,725,000",Freehold Townhouse,"108 Seaton St , Toronto - Moss Park",,,
/on/etobicoke-real-estate/23-augustus-terr/home/XeEn7X6DKE0YrPo8/,"$1,288,000","$1,285,000",Condo Townhouse,"23 AUGUSTUS Terr , Etobicoke - Islington-City Centre West",,,
/on/pickering-real-estate/1184-pebblestone-cres/home/JjAXw7QwWMpYQOzg/,"$1,299,990","$1,235,000",Detached,"1184 Pebblestone Cres , Pickering - Liverpool",,,
/on/north-york-real-estate/2006-1-pemberton-ave/home/5xLkv3VgKZYDBNrW/,"$519,000","$506,000",Condo Apt,"2006 - 1 Pemberton Ave , North York - Newtonbrook East",,,
/on/toronto-real-estate/3407-55-bremner-blvd/home/weQp5yOJoKBYd0ZE/,"$879,000","$865,000",Condo Apt,"3407 - 55 Bremner Blvd , Toronto - Waterfront Communities C1",,,
/on/etobicoke-real-estate/2908-59-annie-craig-dr/home/6VLaGyGqZG3W1ZDM/,"$949,900","$940,000",Condo Apt,"2908 - 59 Annie Craig Dr , Etobicoke - Mimico",,,
/on/markham-real-estate/47-lincoln-green-dr/home/MWBVyZ9DOqqYKemj/,"$899,000","$1,068,888",Detached,"47 Lincoln Green Dr , Markham - Bullock",,,
/on/north-york-real-estate/28-prue-ave/home/xmZRW7np1DdYEBO9/,"$2,899,000","$2,861,000",Detached,"28 Prue Ave , North York - Englemount-Lawrence",,,
/on/toronto-real-estate/1001-25-telegram-mews/home/weQp5yOjDd0Yd0ZE/,"$538,800","$510,000",Condo Apt,"1001 - 25 Telegram Mews , Toronto - Waterfront Communities C1",,,
/on/toronto-real-estate/514-32-trolley-cres-w/home/r56k97wO2MO7KRjD/,"$399,000","$410,000",Condo Apt,"514 - 32 Trolley Cres , Toronto - Moss Park",,,
/on/vaughan-real-estate/809-60-honeycrisp-cres/home/K8OgYBVoOB0YJmG2/,"$499,800","$560,000",Condo Apt,"809 - 60 Honeycrisp Cres , Vaughan - Vaughan Corporate Centre",,,
/on/etobicoke-real-estate/804-2045-lake-shore-blvd-w/home/dXze3eKPO9ky8m9K/,"$1,198,000","$1,102,000",Condo Apt,"804 - 2045 Lake Shore Blvd W , Etobicoke - Mimico",,,
/on/vaughan-real-estate/704-1-clark-ave-w/home/xLkv3V9pnOR7DBNr/,"$894,900","$835,000",Condo Apt,"704 - 1 Clark Ave W , Vaughan - Crestwood-Springfarm-Yorkhill",,,
/on/vaughan-real-estate/189-via-carmine-ave/home/mZRW7naeA6oyEBO9/,"$1,449,000","$1,398,000",Detached,"189 Via Carmine Ave , Vaughan - Sonoma Heights",,,
/on/scarborough-real-estate/66-la-peer-blvd/home/LzQ1y5EoW1dyqdeK/,"$1,189,000","$1,080,000",Detached,"66 La Peer Blvd , Scarborough - L'Amoreaux",,,
/on/toronto-real-estate/601-200-woodbine-ave/home/mZRW7naeaBPyEBO9/,"$4,899,000","$4,700,000",Condo Apt,"601 - 200 Woodbine Ave , Toronto - The Beaches",,,
/on/mississauga-real-estate/4135-hickory-dr/home/eQp5yO82mgg7d0ZE/,"$1,399,999","$1,360,000",Detached,"4135 Hickory Dr , Mississauga - Rathwood",,,
/on/vaughan-real-estate/904-343-clark-ave-w/home/Xawjy41wALq7rR18/,"$649,900","$600,000",Condo Apt,"904 - 343 Clark Ave W , Vaughan - Crestwood-Springfarm-Yorkhill",,,
/on/etobicoke-real-estate/76-lobo-mews/home/N0A9X3jwNPKYvgxV/,"$1,299,000","$1,287,000",Freehold Townhouse,"76 Lobo Mews , Etobicoke - Islington-City Centre West",,,
/on/etobicoke-real-estate/611-11-wincott-dr/home/dXawjy4wVdmYrR18/,"$499,888","$485,000",Condo Apt,"611 - 11 Wincott Dr , Etobicoke - Kingsview Village-The Westway",,,
/on/pickering-real-estate/407-frontier-crt/home/b1DBW7RgRwE3qlAp/,"$1,298,000","$1,350,000",Detached,"407 Frontier Crt , Pickering - Rosebank",,,
/on/etobicoke-real-estate/4503-20-shore-breeze-dr-w/home/JjAXw7QmmXa7QOzg/,"$799,999","$930,000",Condo Apt,"4503 - 20 Shore Breeze Dr , Etobicoke - Mimico",,,
/on/toronto-real-estate/307-1430-yonge-st/home/weQp5yOwzP0yd0ZE/,"$899,000","$880,000",Condo Apt,"307 - 1430 Yonge St , Toronto - Yonge-St. Clair",,,
